"","x"
"7649","ENSG00000110721.11"
"7650","ENSG00000110075.14"
"7651","ENSG00000110090.12"
"7652","ENSG00000250508.1"
"7653","ENSG00000197345.12"
"7654","ENSG00000172927.7"
"7655","ENSG00000260877.2"
"7656","ENSG00000255774.1"
"7657","ENSG00000110092.3"
"7658","ENSG00000260348.1"
"7659","ENSG00000131626.16"
"7660","ENSG00000246889.2"
"7661","ENSG00000085733.15"
"7662","ENSG00000171671.6"
"7663","ENSG00000172893.15"
"7664","ENSG00000214534.5"
"7665","ENSG00000254469.7"
"7666","ENSG00000137522.17"
"7667","ENSG00000137496.17"
"7668","ENSG00000149357.9"
"7669","ENSG00000110200.8"
"7670","ENSG00000110195.12"
"7671","ENSG00000165458.13"
"7672","ENSG00000168010.10"
"7673","ENSG00000137478.14"
"7674","ENSG00000256568.1"
"7675","ENSG00000171631.14"
"7676","ENSG00000054967.12"
"7677","ENSG00000054965.10"
"7678","ENSG00000256448.5"
"7679","ENSG00000175582.19"
"7680","ENSG00000175581.13"
"7681","ENSG00000181924.6"
"7682","ENSG00000187726.8"
"7683","ENSG00000255847.5"
"7684","ENSG00000168014.16"
"7685","ENSG00000214517.9"
"7686","ENSG00000165434.7"
"7687","ENSG00000175538.10"
"7688","ENSG00000077514.8"
"7689","ENSG00000279353.1"
"7690","ENSG00000284722.1"
"7691","ENSG00000171561.4"
"7692","ENSG00000279117.1"
"7693","ENSG00000137486.16"
"7694","ENSG00000254963.1"
"7695","ENSG00000149273.14"
"7696","ENSG00000206941.1"
"7697","ENSG00000207445.1"
"7698","ENSG00000254460.1"
"7699","ENSG00000198382.8"
"7700","ENSG00000255081.1"
"7701","ENSG00000254933.1"
"7702","ENSG00000137492.7"
"7703","ENSG00000158636.16"
"7704","ENSG00000255363.2"
"7705","ENSG00000255479.1"
"7706","ENSG00000254810.1"
"7707","ENSG00000236304.1"
"7708","ENSG00000254975.1"
"7709","ENSG00000255100.1"
"7710","ENSG00000261578.1"
"7711","ENSG00000078124.11"
"7712","ENSG00000178795.9"
"7713","ENSG00000149269.9"
"7714","ENSG00000074201.8"
"7715","ENSG00000048649.13"
"7716","ENSG00000259112.2"
"7717","ENSG00000254675.1"
"7718","ENSG00000151366.12"
"7719","ENSG00000159063.12"
"7720","ENSG00000033327.12"
"7721","ENSG00000255345.1"
"7722","ENSG00000279295.1"
"7723","ENSG00000254511.1"
"7724","ENSG00000255246.1"
"7725","ENSG00000137502.9"
"7726","ENSG00000246067.7"
"7727","ENSG00000279900.1"
"7728","ENSG00000254676.1"
"7729","ENSG00000247137.8"
"7730","ENSG00000150672.16"
"7731","ENSG00000255311.5"
"7732","ENSG00000171204.12"
"7733","ENSG00000171202.6"
"7734","ENSG00000137504.13"
"7735","ENSG00000179071.4"
"7736","ENSG00000074266.19"
"7737","ENSG00000149201.9"
"7738","ENSG00000254733.1"
"7739","ENSG00000150687.11"
"7740","ENSG00000166575.16"
"7741","ENSG00000123892.11"
"7742","ENSG00000279733.1"
"7743","ENSG00000109861.15"
"7744","ENSG00000077498.8"
"7745","ENSG00000214414.9"
"7746","ENSG00000168930.13"
"7747","ENSG00000189253.7"
"7748","ENSG00000280367.1"
"7749","ENSG00000279684.1"
"7750","ENSG00000166002.6"
"7751","ENSG00000166004.14"
"7752","ENSG00000254911.3"
"7753","ENSG00000275146.1"
"7754","ENSG00000273885.1"
"7755","ENSG00000207112.1"
"7756","ENSG00000206799.1"
"7757","ENSG00000206834.1"
"7758","ENSG00000207304.1"
"7759","ENSG00000207145.1"
"7760","ENSG00000210825.1"
"7761","ENSG00000181333.11"
"7762","ENSG00000110218.8"
"7763","ENSG00000183560.9"
"7764","ENSG00000020922.12"
"7765","ENSG00000255893.1"
"7766","ENSG00000233536.2"
"7767","ENSG00000255666.5"
"7768","ENSG00000150316.11"
"7769","ENSG00000235268.2"
"7770","ENSG00000263465.4"
"7771","ENSG00000149218.4"
"7772","ENSG00000245552.6"
"7773","ENSG00000149212.11"
"7774","ENSG00000166037.10"
"7775","ENSG00000087053.18"
"7776","ENSG00000184384.13"
"7777","ENSG00000137672.12"
"7778","ENSG00000137691.12"
"7779","ENSG00000023445.13"
"7780","ENSG00000152558.14"
"7781","ENSG00000137674.3"
"7782","ENSG00000256916.1"
"7783","ENSG00000281655.1"
"7784","ENSG00000118113.11"
"7785","ENSG00000196611.4"
"7786","ENSG00000137745.11"
"7787","ENSG00000137692.11"
"7788","ENSG00000170962.12"
"7789","ENSG00000196954.13"
"7790","ENSG00000137757.10"
"7791","ENSG00000137752.23"
"7792","ENSG00000152578.12"
"7793","ENSG00000170903.10"
"7794","ENSG00000182359.14"
"7795","ENSG00000149313.10"
"7796","ENSG00000261098.1"
"7797","ENSG00000137760.14"
"7798","ENSG00000166266.13"
"7799","ENSG00000075239.13"
"7800","ENSG00000149308.16"
"7801","ENSG00000149311.18"
"7802","ENSG00000166323.12"
"7803","ENSG00000255528.1"
"7804","ENSG00000255028.5"
"7805","ENSG00000254659.2"
"7806","ENSG00000149289.10"
"7807","ENSG00000137710.14"
"7808","ENSG00000137714.2"
"7809","ENSG00000255428.1"
"7810","ENSG00000137707.13"
"7811","ENSG00000170145.4"
"7812","ENSG00000137720.7"
"7813","ENSG00000149300.9"
"7814","ENSG00000150773.10"
"7815","ENSG00000150776.17"
"7816","ENSG00000150779.11"
"7817","ENSG00000204370.9"
"7818","ENSG00000255292.7"
"7819","ENSG00000150782.11"
"7820","ENSG00000150783.9"
"7821","ENSG00000197580.11"
"7822","ENSG00000150787.7"
"7823","ENSG00000268472.2"
"7824","ENSG00000250303.3"
"7825","ENSG00000255484.2"
"7826","ENSG00000256603.1"
"7827","ENSG00000048028.11"
"7828","ENSG00000149305.6"
"7829","ENSG00000166736.11"
"7830","ENSG00000256195.2"
"7831","ENSG00000076053.10"
"7832","ENSG00000255663.1"
"7833","ENSG00000095110.7"
"7834","ENSG00000204361.8"
"7835","ENSG00000182985.17"
"7836","ENSG00000237937.5"
"7837","ENSG00000137656.11"
"7838","ENSG00000109917.10"
"7839","ENSG00000118137.9"
"7840","ENSG00000160613.12"
"7841","ENSG00000280143.1"
"7842","ENSG00000167257.10"
"7843","ENSG00000186318.16"
"7844","ENSG00000279586.1"
"7845","ENSG00000254844.4"
"7846","ENSG00000255245.4"
"7847","ENSG00000137747.15"
"7848","ENSG00000110324.10"
"7849","ENSG00000160593.18"
"7850","ENSG00000160588.9"
"7851","ENSG00000149573.8"
"7852","ENSG00000198851.9"
"7853","ENSG00000167286.9"
"7854","ENSG00000160654.9"
"7855","ENSG00000110344.9"
"7856","ENSG00000118058.20"
"7857","ENSG00000095139.13"
"7858","ENSG00000255176.1"
"7859","ENSG00000255422.1"
"7860","ENSG00000110367.11"
"7861","ENSG00000160683.4"
"7862","ENSG00000245869.2"
"7863","ENSG00000186174.12"
"7864","ENSG00000186166.8"
"7865","ENSG00000118181.10"
"7866","ENSG00000149428.18"
"7867","ENSG00000272186.1"
"7868","ENSG00000160695.14"
"7869","ENSG00000256269.7"
"7870","ENSG00000188486.3"
"7871","ENSG00000172269.18"
"7872","ENSG00000172375.12"
"7873","ENSG00000172273.12"
"7874","ENSG00000245248.7"
"7875","ENSG00000254854.1"
"7876","ENSG00000181264.8"
"7877","ENSG00000196914.8"
"7878","ENSG00000250493.2"
"7879","ENSG00000154114.12"
"7880","ENSG00000109929.9"
"7881","ENSG00000137642.12"
"7882","ENSG00000255248.7"
"7883","ENSG00000154127.9"
"7884","ENSG00000109943.8"
"7885","ENSG00000109971.13"
"7886","ENSG00000207118.1"
"7887","ENSG00000202252.1"
"7888","ENSG00000023171.16"
"7889","ENSG00000204300.6"
"7890","ENSG00000181518.4"
"7891","ENSG00000171014.2"
"7892","ENSG00000181499.2"
"7893","ENSG00000254737.2"
"7894","ENSG00000234560.4"
"7895","ENSG00000182634.8"
"7896","ENSG00000110002.15"
"7897","ENSG00000197309.3"
"7898","ENSG00000196341.3"
"7899","ENSG00000197125.3"
"7900","ENSG00000170953.3"
"7901","ENSG00000196119.7"
"7902","ENSG00000154143.2"
"7903","ENSG00000154144.12"
"7904","ENSG00000110013.12"
"7905","ENSG00000064199.6"
"7906","ENSG00000154146.12"
"7907","ENSG00000255045.1"
"7908","ENSG00000019102.11"
"7909","ENSG00000149564.11"
"7910","ENSG00000250073.2"
"7911","ENSG00000279342.2"
"7912","ENSG00000221932.6"
"7913","ENSG00000150433.9"
"7914","ENSG00000149557.12"
"7915","ENSG00000149547.14"
"7916","ENSG00000134910.12"
"7917","ENSG00000149554.12"
"7918","ENSG00000171053.9"
"7919","ENSG00000237353.6"
"7920","ENSG00000110060.8"
"7921","ENSG00000254790.1"
"7922","ENSG00000197798.8"
"7923","ENSG00000240098.3"
"7924","ENSG00000182934.11"
"7925","ENSG00000110074.10"
"7926","ENSG00000150455.13"
"7927","ENSG00000255062.1"
"7928","ENSG00000110063.8"
"7929","ENSG00000280832.1"
"7930","ENSG00000110080.18"
"7931","ENSG00000254607.2"
"7932","ENSG00000255546.1"
"7933","ENSG00000134954.14"
"7934","ENSG00000255465.3"
"7935","ENSG00000245008.3"
"7936","ENSG00000151702.16"
"7937","ENSG00000254703.2"
"7938","ENSG00000134909.18"
"7939","ENSG00000084234.16"
"7940","ENSG00000149418.10"
"7941","ENSG00000196323.12"
"7942","ENSG00000254842.6"
"7943","ENSG00000255455.2"
"7944","ENSG00000120451.10"
"7945","ENSG00000237612.1"
"7946","ENSG00000236082.2"
"7947","ENSG00000255258.2"
"7948","ENSG00000166118.7"
"7949","ENSG00000166086.12"
"7950","ENSG00000151503.12"
"7951","ENSG00000151502.10"
"7952","ENSG00000151500.14"
"7953","ENSG00000151498.11"
"7954","ENSG00000254989.1"
"7955","ENSG00000251226.1"
"7956","ENSG00000249054.2"
"7957","ENSG00000256948.1"
"7958","ENSG00000255671.1"
"7959","ENSG00000255746.1"
"7960","ENSG00000261799.1"
"7961","ENSG00000120647.9"
"7962","ENSG00000177406.4"
"7963","ENSG00000256672.1"
"7964","ENSG00000060237.16"
"7965","ENSG00000002016.17"
"7966","ENSG00000082805.19"
"7967","ENSG00000171823.6"
"7968","ENSG00000006831.9"
"7969","ENSG00000151065.13"
"7970","ENSG00000256025.1"
"7971","ENSG00000256721.1"
"7972","ENSG00000256271.1"
"7973","ENSG00000256150.2"
"7974","ENSG00000004478.7"
"7975","ENSG00000053702.14"
"7976","ENSG00000283297.1"
"7977","ENSG00000171792.10"
"7978","ENSG00000078246.16"
"7979","ENSG00000197905.8"
"7980","ENSG00000011105.12"
"7981","ENSG00000236908.2"
"7982","ENSG00000257048.1"
"7983","ENSG00000283138.1"
"7984","ENSG00000256969.1"
"7985","ENSG00000118971.7"
"7986","ENSG00000078237.6"
"7987","ENSG00000272921.1"
"7988","ENSG00000255639.2"
"7989","ENSG00000255474.1"
"7990","ENSG00000284513.1"
"7991","ENSG00000110799.13"
"7992","ENSG00000255775.1"
"7993","ENSG00000010278.12"
"7994","ENSG00000256433.2"
"7995","ENSG00000215039.6"
"7996","ENSG00000139193.3"
"7997","ENSG00000139192.11"
"7998","ENSG00000139190.16"
"7999","ENSG00000111639.7"
"8000","ENSG00000010292.12"
"8001","ENSG00000239002.3"
"8002","ENSG00000276232.1"
"8003","ENSG00000255966.1"
"8004","ENSG00000184574.9"
"8005","ENSG00000111644.7"
"8006","ENSG00000111653.19"
"8007","ENSG00000219410.5"
"8008","ENSG00000126746.17"
"8009","ENSG00000111652.9"
"8010","ENSG00000089693.10"
"8011","ENSG00000159335.15"
"8012","ENSG00000010610.9"
"8013","ENSG00000111667.13"
"8014","ENSG00000111669.14"
"8015","ENSG00000010626.14"
"8016","ENSG00000111674.8"
"8017","ENSG00000238923.1"
"8018","ENSG00000111679.16"
"8019","ENSG00000257084.1"
"8020","ENSG00000215021.8"
"8021","ENSG00000238795.1"
"8022","ENSG00000126749.14"
"8023","ENSG00000268439.5"
"8024","ENSG00000111684.10"
"8025","ENSG00000182326.14"
"8026","ENSG00000205885.7"
"8027","ENSG00000276144.1"
"8028","ENSG00000200345.2"
"8029","ENSG00000139194.7"
"8030","ENSG00000139182.13"
"8031","ENSG00000215009.5"
"8032","ENSG00000177675.8"
"8033","ENSG00000177575.12"
"8034","ENSG00000111701.6"
"8035","ENSG00000187569.2"
"8036","ENSG00000198178.10"
"8037","ENSG00000111704.10"
"8038","ENSG00000173262.11"
"8039","ENSG00000059804.15"
"8040","ENSG00000089818.17"
"8041","ENSG00000284697.1"
"8042","ENSG00000111729.14"
"8043","ENSG00000284393.1"
"8044","ENSG00000256101.5"
"8045","ENSG00000205846.3"
"8046","ENSG00000166523.7"
"8047","ENSG00000166532.15"
"8048","ENSG00000256661.1"
"8049","ENSG00000003056.7"
"8050","ENSG00000139187.9"
"8051","ENSG00000245105.2"
"8052","ENSG00000175899.14"
"8053","ENSG00000126838.9"
"8054","ENSG00000260423.1"
"8055","ENSG00000284634.1"
"8056","ENSG00000214776.11"
"8057","ENSG00000111796.3"
"8058","ENSG00000272917.1"
"8059","ENSG00000256442.1"
"8060","ENSG00000257027.1"
"8061","ENSG00000069493.14"
"8062","ENSG00000110848.8"
"8063","ENSG00000150045.11"
"8064","ENSG00000110852.4"
"8065","ENSG00000225231.1"
"8066","ENSG00000165682.14"
"8067","ENSG00000256660.5"
"8068","ENSG00000197992.6"
"8069","ENSG00000172243.17"
"8070","ENSG00000255958.1"
"8071","ENSG00000134539.16"
"8072","ENSG00000213809.8"
"8073","ENSG00000255819.7"
"8074","ENSG00000183542.5"
"8075","ENSG00000205810.8"
"8076","ENSG00000255641.1"
"8077","ENSG00000205809.9"
"8078","ENSG00000134545.13"
"8079","ENSG00000180574.3"
"8080","ENSG00000256039.1"
"8081","ENSG00000111196.9"
"8082","ENSG00000060140.8"
"8083","ENSG00000060138.12"
"8084","ENSG00000231887.6"
"8085","ENSG00000275778.1"
"8086","ENSG00000111215.11"
"8087","ENSG00000212128.2"
"8088","ENSG00000134551.12"
"8089","ENSG00000212127.5"
"8090","ENSG00000256188.3"
"8091","ENSG00000275119.1"
"8092","ENSG00000230657.6"
"8093","ENSG00000121335.11"
"8094","ENSG00000255790.5"
"8095","ENSG00000247157.6"
"8096","ENSG00000139083.10"
"8097","ENSG00000111261.13"
"8098","ENSG00000165714.10"
"8099","ENSG00000111266.8"
"8100","ENSG00000111269.2"
"8101","ENSG00000183150.7"
"8102","ENSG00000111276.10"
"8103","ENSG00000275560.1"
"8104","ENSG00000178878.12"
"8105","ENSG00000213782.7"
"8106","ENSG00000247498.9"
"8107","ENSG00000111291.8"
"8108","ENSG00000013583.8"
"8109","ENSG00000255621.1"
"8110","ENSG00000111305.18"
"8111","ENSG00000180861.9"
"8112","ENSG00000273079.5"
"8113","ENSG00000256306.1"
"8114","ENSG00000171681.12"
"8115","ENSG00000070019.4"
"8116","ENSG00000261324.2"
"8117","ENSG00000197837.3"
"8118","ENSG00000246705.4"
"8119","ENSG00000084463.7"
"8120","ENSG00000182993.3"
"8121","ENSG00000111339.10"
"8122","ENSG00000111341.9"
"8123","ENSG00000139055.6"
"8124","ENSG00000111348.8"
"8125","ENSG00000139053.2"
"8126","ENSG00000151490.13"
"8127","ENSG00000151491.12"
"8128","ENSG00000023734.10"
"8129","ENSG00000023697.12"
"8130","ENSG00000188991.3"
"8131","ENSG00000008394.12"
"8132","ENSG00000048540.14"
"8133","ENSG00000139144.9"
"8134","ENSG00000052126.14"
"8135","ENSG00000253284.2"
"8136","ENSG00000139154.14"
"8137","ENSG00000256879.1"
"8138","ENSG00000172572.6"
"8139","ENSG00000139155.8"
"8140","ENSG00000257046.5"
"8141","ENSG00000205754.10"
"8142","ENSG00000257062.6"
"8143","ENSG00000134538.2"
"8144","ENSG00000121350.15"
"8145","ENSG00000111711.9"
"8146","ENSG00000134548.9"
"8147","ENSG00000111713.2"
"8148","ENSG00000111716.12"
"8149","ENSG00000069431.11"
"8150","ENSG00000111731.12"
"8151","ENSG00000256973.1"
"8152","ENSG00000256995.6"
"8153","ENSG00000115934.11"
"8154","ENSG00000134532.15"
"8155","ENSG00000118308.15"
"8156","ENSG00000118307.18"
"8157","ENSG00000205707.10"
"8158","ENSG00000133703.11"
"8159","ENSG00000278743.1"
"8160","ENSG00000152936.10"
"8161","ENSG00000123094.15"
"8162","ENSG00000256234.1"
"8163","ENSG00000256185.1"
"8164","ENSG00000123104.11"
"8165","ENSG00000111790.13"
"8166","ENSG00000064115.10"
"8167","ENSG00000029153.14"
"8168","ENSG00000165935.9"
"8169","ENSG00000110841.13"
"8170","ENSG00000248100.2"
"8171","ENSG00000205693.3"
"8172","ENSG00000087448.9"
"8173","ENSG00000123106.10"
"8174","ENSG00000247934.4"
"8175","ENSG00000064763.10"
"8176","ENSG00000257176.2"
"8177","ENSG00000274315.1"
"8178","ENSG00000257599.2"
"8179","ENSG00000133687.15"
"8180","ENSG00000257756.5"
"8181","ENSG00000257932.1"
"8182","ENSG00000133704.9"
"8183","ENSG00000177359.18"
"8184","ENSG00000256232.1"
"8185","ENSG00000139160.13"
"8186","ENSG00000151743.10"
"8187","ENSG00000276900.1"
"8188","ENSG00000174718.11"
"8189","ENSG00000151746.13"
"8190","ENSG00000274964.1"
"8191","ENSG00000276115.1"
"8192","ENSG00000139132.14"
"8193","ENSG00000087470.17"
"8194","ENSG00000057294.14"
"8195","ENSG00000110975.8"
"8196","ENSG00000139133.6"
"8197","ENSG00000245482.2"
"8198","ENSG00000256538.1"
"8199","ENSG00000175548.8"
"8200","ENSG00000139117.13"
"8201","ENSG00000139116.18"
"8202","ENSG00000151229.12"
"8203","ENSG00000018236.14"
"8204","ENSG00000151233.10"
"8205","ENSG00000134283.17"
"8206","ENSG00000139168.7"
"8207","ENSG00000257225.1"
"8208","ENSG00000257164.5"
"8209","ENSG00000173157.16"
"8210","ENSG00000198001.13"
"8211","ENSG00000151239.13"
"8212","ENSG00000177119.15"
"8213","ENSG00000273015.2"
"8214","ENSG00000189079.15"
"8215","ENSG00000139218.17"
"8216","ENSG00000274591.1"
"8217","ENSG00000134294.13"
"8218","ENSG00000257261.5"
"8219","ENSG00000275481.1"
"8220","ENSG00000278896.1"
"8221","ENSG00000272369.1"
"8222","ENSG00000139209.15"
"8223","ENSG00000139211.6"
"8224","ENSG00000179715.12"
"8225","ENSG00000247774.6"
"8226","ENSG00000005175.9"
"8227","ENSG00000061273.17"
"8228","ENSG00000268069.2"
"8229","ENSG00000257488.5"
"8230","ENSG00000111424.10"
"8231","ENSG00000279840.1"
"8232","ENSG00000134291.11"
"8233","ENSG00000257985.1"
"8234","ENSG00000257955.1"
"8235","ENSG00000079387.13"
"8236","ENSG00000152556.15"
"8237","ENSG00000177981.10"
"8238","ENSG00000269514.1"
"8239","ENSG00000172640.3"
"8240","ENSG00000275228.1"
"8241","ENSG00000167528.12"
"8242","ENSG00000273765.1"
"8243","ENSG00000139223.2"
"8244","ENSG00000177627.9"
"8245","ENSG00000221491.2"
"8246","ENSG00000257987.5"
"8247","ENSG00000174233.11"
"8248","ENSG00000174243.9"
"8249","ENSG00000272822.1"
"8250","ENSG00000139537.10"
"8251","ENSG00000134285.10"
"8252","ENSG00000255863.2"
"8253","ENSG00000134287.9"
"8254","ENSG00000181929.11"
"8255","ENSG00000167548.14"
"8256","ENSG00000167550.10"
"8257","ENSG00000139636.15"
"8258","ENSG00000167552.13"
"8259","ENSG00000167553.15"
"8260","ENSG00000123352.17"
"8261","ENSG00000187778.13"
"8262","ENSG00000161791.13"
"8263","ENSG00000139644.12"
"8264","ENSG00000258057.5"
"8265","ENSG00000258135.5"
"8266","ENSG00000257771.5"
"8267","ENSG00000066117.14"
"8268","ENSG00000139624.12"
"8269","ENSG00000050405.13"
"8270","ENSG00000257298.1"
"8271","ENSG00000161813.21"
"8272","ENSG00000066084.12"
"8273","ENSG00000123268.8"
"8274","ENSG00000185432.11"
"8275","ENSG00000110911.14"
"8276","ENSG00000135457.9"
"8277","ENSG00000183283.15"
"8278","ENSG00000170545.16"
"8279","ENSG00000110934.10"
"8280","ENSG00000260122.1"
"8281","ENSG00000260473.2"
"8282","ENSG00000261586.2"
"8283","ENSG00000135503.12"
"8284","ENSG00000258279.3"
"8285","ENSG00000186081.11"
"8286","ENSG00000063046.17"
"8287","ENSG00000111077.17"
"8288","ENSG00000167778.8"
"8289","ENSG00000139631.18"
"8290","ENSG00000139626.15"
"8291","ENSG00000172819.16"
"8292","ENSG00000283536.1"
"8293","ENSG00000123349.13"
"8294","ENSG00000139637.13"
"8295","ENSG00000185591.9"
"8296","ENSG00000205352.10"
"8297","ENSG00000257379.1"
"8298","ENSG00000282977.1"
"8299","ENSG00000270175.1"
"8300","ENSG00000267281.2"
"8301","ENSG00000170653.18"
"8302","ENSG00000135390.17"
"8303","ENSG00000012822.15"
"8304","ENSG00000248265.1"
"8305","ENSG00000250432.5"
"8306","ENSG00000260470.1"
"8307","ENSG00000257534.1"
"8308","ENSG00000094916.15"
"8309","ENSG00000135486.17"
"8310","ENSG00000123405.13"
"8311","ENSG00000258137.5"
"8312","ENSG00000161642.17"
"8313","ENSG00000161638.10"
"8314","ENSG00000257477.1"
"8315","ENSG00000123338.12"
"8316","ENSG00000135413.8"
"8317","ENSG00000161634.11"
"8318","ENSG00000257634.1"
"8319","ENSG00000135426.15"
"8320","ENSG00000257870.1"
"8321","ENSG00000123307.3"
"8322","ENSG00000179919.3"
"8323","ENSG00000258311.5"
"8324","ENSG00000135441.7"
"8325","ENSG00000135437.9"
"8326","ENSG00000135404.11"
"8327","ENSG00000135414.9"
"8328","ENSG00000205323.8"
"8329","ENSG00000257390.5"
"8330","ENSG00000170473.16"
"8331","ENSG00000273973.1"
"8332","ENSG00000185664.14"
"8333","ENSG00000123374.10"
"8334","ENSG00000197728.9"
"8335","ENSG00000065361.14"
"8336","ENSG00000257411.1"
"8337","ENSG00000170515.13"
"8338","ENSG00000229117.8"
"8339","ENSG00000139641.12"
"8340","ENSG00000257809.1"
"8341","ENSG00000196465.10"
"8342","ENSG00000092841.18"
"8343","ENSG00000139613.11"
"8344","ENSG00000181852.17"
"8345","ENSG00000139579.12"
"8346","ENSG00000139645.9"
"8347","ENSG00000062485.18"
"8348","ENSG00000257303.1"
"8349","ENSG00000135473.14"
"8350","ENSG00000175336.9"
"8351","ENSG00000111602.11"
"8352","ENSG00000135517.6"
"8353","ENSG00000076067.12"
"8354","ENSG00000110955.8"
"8355","ENSG00000110958.15"
"8356","ENSG00000196531.10"
"8357","ENSG00000025423.11"
"8358","ENSG00000170426.1"
"8359","ENSG00000166881.9"
"8360","ENSG00000166886.12"
"8361","ENSG00000123384.13"
"8362","ENSG00000182199.10"
"8363","ENSG00000276727.1"
"8364","ENSG00000258830.1"
"8365","ENSG00000179912.20"
"8366","ENSG00000175189.3"
"8367","ENSG00000166986.14"
"8368","ENSG00000175197.11"
"8369","ENSG00000175203.15"
"8370","ENSG00000155980.11"
"8371","ENSG00000135506.15"
"8372","ENSG00000257342.1"
"8373","ENSG00000135439.11"
"8374","ENSG00000135446.16"
"8375","ENSG00000257921.5"
"8376","ENSG00000135407.10"
"8377","ENSG00000257953.1"
"8378","ENSG00000257698.1"
"8379","ENSG00000166896.7"
"8380","ENSG00000279411.1"
"8381","ENSG00000258231.5"
"8382","ENSG00000258214.1"
"8383","ENSG00000118596.11"
"8384","ENSG00000198673.10"
"8385","ENSG00000061987.15"
"8386","ENSG00000257568.1"
"8387","ENSG00000257354.2"
"8388","ENSG00000275180.1"
"8389","ENSG00000166148.3"
"8390","ENSG00000279444.1"
"8391","ENSG00000177990.11"
"8392","ENSG00000184575.11"
"8393","ENSG00000183735.9"
"8394","ENSG00000153179.12"
"8395","ENSG00000225195.2"
"8396","ENSG00000135677.10"
"8397","ENSG00000174106.2"
"8398","ENSG00000276853.1"
"8399","ENSG00000174099.10"
"8400","ENSG00000250280.2"
"8401","ENSG00000250748.6"
"8402","ENSG00000139233.6"
"8403","ENSG00000155957.17"
"8404","ENSG00000090376.10"
"8405","ENSG00000127311.9"
"8406","ENSG00000155974.11"
"8407","ENSG00000256248.1"
"8408","ENSG00000111530.12"
"8409","ENSG00000203585.3"
"8410","ENSG00000256077.5"
"8411","ENSG00000127334.10"
"8412","ENSG00000111537.4"
"8413","ENSG00000111554.14"
"8414","ENSG00000251301.6"
"8415","ENSG00000273824.1"
"8416","ENSG00000127314.17"
"8417","ENSG00000175782.9"
"8418","ENSG00000135679.22"
"8419","ENSG00000111605.16"
"8420","ENSG00000274979.1"
"8421","ENSG00000090382.6"
"8422","ENSG00000127337.6"
"8423","ENSG00000257507.1"
"8424","ENSG00000166225.8"
"8425","ENSG00000127325.18"
"8426","ENSG00000247131.5"
"8427","ENSG00000127328.21"
"8428","ENSG00000258052.1"
"8429","ENSG00000257815.5"
"8430","ENSG00000257613.1"
"8431","ENSG00000111596.11"
"8432","ENSG00000258168.5"
"8433","ENSG00000127329.15"
"8434","ENSG00000133858.15"
"8435","ENSG00000139291.13"
"8436","ENSG00000080371.5"
"8437","ENSG00000121749.15"
"8438","ENSG00000139287.12"
"8439","ENSG00000072657.8"
"8440","ENSG00000236333.3"
"8441","ENSG00000258294.5"
"8442","ENSG00000257183.1"
"8443","ENSG00000253719.3"
"8444","ENSG00000254451.2"
"8445","ENSG00000180881.19"
"8446","ENSG00000139278.9"
"8447","ENSG00000111615.13"
"8448","ENSG00000258077.2"
"8449","ENSG00000258088.1"
"8450","ENSG00000257839.1"
"8451","ENSG00000187109.13"
"8452","ENSG00000257219.5"
"8453","ENSG00000186908.14"
"8454","ENSG00000165891.15"
"8455","ENSG00000257835.1"
"8456","ENSG00000257474.5"
"8457","ENSG00000177425.10"
"8458","ENSG00000058272.16"
"8459","ENSG00000277130.1"
"8460","ENSG00000257557.2"
"8461","ENSG00000165899.10"
"8462","ENSG00000139304.12"
"8463","ENSG00000111052.7"
"8464","ENSG00000139220.16"
"8465","ENSG00000133773.11"
"8466","ENSG00000072041.16"
"8467","ENSG00000198774.4"
"8468","ENSG00000133636.10"
"8469","ENSG00000182050.13"
"8470","ENSG00000165805.9"
"8471","ENSG00000133641.17"
"8472","ENSG00000139324.11"
"8473","ENSG00000049130.14"
"8474","ENSG00000139318.7"
"8475","ENSG00000274021.1"
"8476","ENSG00000139323.13"
"8477","ENSG00000259075.6"
"8478","ENSG00000270344.2"
"8479","ENSG00000258302.2"
"8480","ENSG00000070961.15"
"8481","ENSG00000197651.4"
"8482","ENSG00000257863.1"
"8483","ENSG00000257242.7"
"8484","ENSG00000133639.4"
"8485","ENSG00000266923.1"
"8486","ENSG00000214215.3"
"8487","ENSG00000187510.8"
"8488","ENSG00000102189.16"
"8489","ENSG00000257322.5"
"8490","ENSG00000177889.9"
"8491","ENSG00000198015.12"
"8492","ENSG00000246985.7"
"8493","ENSG00000258365.1"
"8494","ENSG00000173588.14"
"8495","ENSG00000057704.12"
"8496","ENSG00000184752.12"
"8497","ENSG00000120798.16"
"8498","ENSG00000180263.13"
"8499","ENSG00000028203.17"
"8500","ENSG00000111142.13"
"8501","ENSG00000139343.10"
"8502","ENSG00000257878.1"
"8503","ENSG00000111144.9"
"8504","ENSG00000111145.7"
"8505","ENSG00000258177.1"
"8506","ENSG00000059758.7"
"8507","ENSG00000188596.10"
"8508","ENSG00000255794.7"
"8509","ENSG00000206899.1"
"8510","ENSG00000245017.2"
"8511","ENSG00000257167.2"
"8512","ENSG00000120802.13"
"8513","ENSG00000075415.12"
"8514","ENSG00000212443.1"
"8515","ENSG00000166130.14"
"8516","ENSG00000166153.16"
"8517","ENSG00000136021.18"
"8518","ENSG00000179520.10"
"8519","ENSG00000012504.13"
"8520","ENSG00000139354.10"
"8521","ENSG00000151572.16"
"8522","ENSG00000120805.13"
