"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","hgnc_symbol"
"8617","ENSG00000257407.1",1.09929806498923,1.72612897341164,0.624080729836778,2.76587449489603,0.00567703790115797,0.0171044364910928,"ENSG00000257407",""
"8618","ENSG00000258034.1",0.586362532254815,1.57150149175207,0.580694161956733,2.70624641111711,0.00680485323122073,0.0199529720909665,"ENSG00000258034",""
"8619","ENSG00000258337.1",0.817884624408814,2.59424247772444,0.583929271636124,4.44273408396804,8.8822914825912e-06,5.0374767539245e-05,"ENSG00000258337",""
"8620","ENSG00000258346.1",1.84782301662086,1.78479605178272,0.666170662785508,2.67918740870369,0.00738010752085555,0.0213848204077332,"ENSG00000258346",""
"8621","ENSG00000196668.3",8.86387384979261,2.68277459733499,0.302968488651659,8.85496247241587,8.37119716041716e-19,1.58630668880174e-17,"ENSG00000196668","LINC00173"
"8622","ENSG00000258102.3",19.8019265315535,1.49690505486663,0.189997034600429,7.8785706209293,3.31147317688321e-15,4.7664076684287e-14,"ENSG00000258102","MAP1LC3B2"
"8623","ENSG00000275898.1",1.71032484154976,1.87862193731365,0.757122917377071,2.4812641305613,0.0130917322806801,0.0349500424107275,"ENSG00000275898",""
"8624","ENSG00000111412.5",30.4423449661104,-0.461944634343286,0.132232502226672,-3.49342730844966,0.000476862790509522,0.00193191542736615,"ENSG00000111412","SPRING1"
"8625","ENSG00000274554.1",1.26096749577907,1.972442563691,0.652559544657811,3.02262464757191,0.00250592856097342,0.00844183254128235,"ENSG00000274554",""
"8626","ENSG00000088992.17",42.015848569688,-1.41975373628469,0.18661560257492,-7.60790478767558,2.785749320035e-14,3.73920518849936e-13,"ENSG00000088992","TESC"
"8627","ENSG00000089220.4",36.0735368646855,-1.1276456584121,0.138712562776007,-8.12936936528972,4.31529527810573e-16,6.65999373909931e-15,"ENSG00000089220","PEBP1"
"8628","ENSG00000135090.13",331.802798996632,0.912791886404177,0.1122800795108,8.12959779135509,4.30717165731039e-16,6.64998469266751e-15,"ENSG00000135090","TAOK3"
"8629","ENSG00000255618.1",1.41164063085972,2.16607980773116,0.631155699763838,3.43192624029483,0.000599310532361898,0.0023645037430569,"ENSG00000255618","LINC02440"
"8630","ENSG00000257095.1",0.981070128023976,2.18579990777791,0.894878535769528,2.44256602478267,0.0145832618130513,0.038270808624281,"ENSG00000257095",""
"8631","ENSG00000256311.1",0.868358241318845,2.09252272053233,0.786897607344129,2.65920584965919,0.00783250912431124,0.0225284541777064,"ENSG00000256311",""
"8632","ENSG00000281196.1",1.66721534616217,1.85592841169656,0.713000100484652,2.6029847828002,0.00924160555416601,0.0259614346628554,"ENSG00000281196","LINC00934"
"8633","ENSG00000183273.6",3.56040018492265,1.37293307269232,0.584976865860005,2.34698695421723,0.0189259174271427,0.0476316337033557,"ENSG00000183273","CCDC60"
"8634","ENSG00000248636.6",16.952616644513,2.14765543884305,0.308690311031676,6.95731405260292,3.46821255586808e-12,3.94106236401695e-11,"ENSG00000248636",""
"8635","ENSG00000224982.3",3.55864345273237,0.921394513083029,0.389556412680118,2.3652402658293,0.0180183771405158,0.0457418180082267,"ENSG00000224982","TMEM233"
"8636","ENSG00000111737.11",43.4894305193403,-1.11297733096742,0.0997494981328295,-11.1577236156652,6.56510847444711e-29,2.41156337536478e-27,"ENSG00000111737","RAB35"
"8637","ENSG00000089157.15",1023.95993701786,-1.86428393526715,0.141129088260412,-13.2097780708904,7.70512631735634e-40,5.62856282892529e-38,"ENSG00000089157","RPLP0"
"8638","ENSG00000089159.16",114.624084543419,-1.4640264654905,0.11816524158804,-12.3896540625249,2.97323195681549e-35,1.61557543677565e-33,"ENSG00000089159","PXN"
"8639","ENSG00000089163.4",2.85489197773091,2.49173913904261,0.536743098627297,4.64233102468416,3.44500348228053e-06,2.07960576064495e-05,"ENSG00000089163","SIRT4"
"8640","ENSG00000111775.2",63.7693400408951,-0.38660269887121,0.134705460776285,-2.86998534909634,0.00410490818242706,0.0129855991835955,"ENSG00000111775","COX6A1"
"8641","ENSG00000111780.8",67.5329269953063,-0.435903214048782,0.123209142062963,-3.53791290768036,0.000403303060427812,0.00166464014874567,"ENSG00000111780",""
