Top 10 in network STRING network ranked by Degree method	
Rank,Name,Score	
1,9606.ENSP00000438483,19.0	RRM2
1,9606.ENSP00000353770,19.0	CCNB2
3,9606.ENSP00000348838,18.0	KPNA2
3,9606.ENSP00000288207,18.0	PTTG1
3,9606.ENSP00000355966,18.0	NEK2
3,9606.ENSP00000361540,18.0	ECT2
7,9606.ENSP00000376457,17.0	UBE2C
7,9606.ENSP00000377536,17.0	CDC20
7,9606.ENSP00000256442,17.0	TTK
10,9606.ENSP00000358813,16.0	CCNB1
