Top 10 in network STRING network ranked by MNC method	
Rank,Name,Score	
1,9606.ENSP00000438483,19.0	CCNB1
1,9606.ENSP00000353770,19.0	CDC20
3,9606.ENSP00000348838,18.0	ECT2
3,9606.ENSP00000361540,18.0	KPNA2
5,9606.ENSP00000376457,17.0	NEK2
5,9606.ENSP00000377536,17.0	PTTG1
5,9606.ENSP00000355966,17.0	RRM2
5,9606.ENSP00000256442,17.0	TPX2
9,9606.ENSP00000358813,16.0	TTK
9,9606.ENSP00000300403,16.0	UBE2C
