Top 10 in network STRING network ranked by ClusteringCoefficient method	
Rank,Name,Score	
1,9606.ENSP00000355809,1.0	FBP1
1,9606.ENSP00000270225,1.0	SAE1
1,9606.ENSP00000342007,1.0	MT1X
1,9606.ENSP00000307674,1.0	IGF2BP3
1,9606.ENSP00000328137,1.0	ENAH
1,9606.ENSP00000377995,1.0	ASS1
1,9606.ENSP00000258729,1.0	CANT1
1,9606.ENSP00000361471,1.0	CYP1A2
1,9606.ENSP00000408025,1.0	ALDOB
1,9606.ENSP00000497767,1.0	MT1E
