Top 10 in network STRING network ranked by BottleNeck method	
Rank,Name,Score	
1,9606.ENSP00000353770,21.0	RRM2
2,9606.ENSP00000361540,10.0	G6PD
3,9606.ENSP00000376457,8.0	PHGDH
3,9606.ENSP00000320171,8.0	NEK2
5,9606.ENSP00000256178,7.0	ECT2
5,9606.ENSP00000493382,7.0	CD163
5,9606.ENSP00000352071,7.0	PKM
5,9606.ENSP00000377192,7.0	LYVE1
9,9606.ENSP00000355966,5.0	ANXA2
10,9606.ENSP00000346032,4.0	CDC20
